img_name,happy,sad,surprise,angry,fear,disgust,AU01,AU02,AU04,AU05,AU06,AU12,AU15,AU25,AU43,Pitch,Roll,Yaw
ffhq_3616.png,1.0,0.0,0.0,0.0,0.0,0.0,0.3532083034515381,0.2651429772377014,0.11466002464294434,0.29157474637031555,0.8016388416290283,0.9368370175361633,0.4491153061389923,0.9911460280418396,0.0894160270690918,10.893219091968845,0.20409386255797943,6.604796858689083
ffhq_4179.png,1.0,0.0,0.0,0.0,0.0,0.0,0.7113177180290222,0.33205562829971313,0.3070317208766937,0.34606149792671204,0.8440633416175842,0.9643237590789795,0.16975344717502594,0.9995771050453186,0.05693851783871651,11.38371883889308,-1.444458555551472,-2.5015879093698694
ffhq_3170.png,1.0,0.0,0.0,0.0,0.0,0.0,0.1399616301059723,0.2337406575679779,0.17130234837532043,0.2853567600250244,0.7537402510643005,0.8796257376670837,0.5437231063842773,0.0,0.03045736439526081,3.074098499477886,-1.4092565201602119,-1.336503379503576
ffhq_3602.png,1.0,0.0,0.0,0.0,0.0,0.0,0.23763993382453918,0.2611764669418335,0.11321775615215302,0.2515857517719269,0.8289580941200256,0.9489673972129822,0.7843238115310669,0.9996223449707031,0.1521117389202118,4.009817667100391,0.2566829462938837,-5.380695467300169
ffhq_4145.png,1.0,0.0,0.0,0.0,0.0,0.0,0.32954564690589905,0.34822767972946167,0.3049803376197815,0.39560920000076294,0.6914719343185425,0.9366515278816223,0.19293661415576935,0.9809364080429077,0.09631358087062836,-8.837052169179643,-2.824114459536383,2.3691034364248567
ffhq_4623.png,1.0,0.0,0.0,0.0,0.0,0.0,0.3465069532394409,0.22426387667655945,0.08117933571338654,0.3750734031200409,0.6579216718673706,0.850707471370697,0.16433437168598175,0.9966999888420105,0.07728925347328186,7.244837056803969,0.37386479549189094,13.020592644343425
ffhq_4637.png,1.0,0.0,0.0,0.0,0.0,0.0,0.2948067784309387,0.09197250753641129,0.33721497654914856,0.2130153328180313,0.7251813411712646,0.7775182723999023,0.49402350187301636,0.17523682117462158,0.028211481869220734,5.073477995461223,-0.2757319694953259,5.2815916635138915
ffhq_3158.png,0.20629045367240906,0.20474818348884583,0.1315295696258545,0.14518892765045166,0.18248823285102844,0.12975458800792694,0.13130711019039154,0.09495943784713745,0.3548290729522705,0.4197324514389038,0.20761965215206146,0.09111592918634415,0.19269528985023499,0.8251137733459473,0.058096252381801605,-9.56390030495257,-0.9757004560634178,8.310286127619658
ffhq_4151.png,0.0,0.0,0.0,0.0,1.0,0.0,0.4929816424846649,0.3043261468410492,0.17039991915225983,0.43190014362335205,0.38493308424949646,0.3774035573005676,0.4618847668170929,0.9265090227127075,0.02872595004737377,2.063577028691116,1.9224020315669474,18.58684703425193
ffhq_4804.png,0.0,0.0,0.0,0.0,1.0,0.0,0.3808954060077667,0.3802425265312195,0.2077997475862503,0.3653741180896759,0.34764108061790466,0.3017194867134094,0.3095637559890747,0.9974046349525452,0.019073983654379845,0.1365099463775583,-1.5297328213036228,10.362550703531607
ffhq_4810.png,1.0,0.0,0.0,0.0,0.0,0.0,0.44091060757637024,0.3234463036060333,0.6854751706123352,0.22070661187171936,0.9465482831001282,0.9761534929275513,0.06378613412380219,0.9999514818191528,0.4193425178527832,7.4343799586614745,-1.7087502145515863,-6.971364144525637
ffhq_3819.png,1.0,0.0,0.0,0.0,0.0,0.0,0.8475311994552612,0.5885931849479675,0.0363834947347641,0.23096820712089539,0.8987398743629456,0.9731400012969971,0.07238162308931351,0.999934196472168,0.30877596139907837,4.753460194153093,-0.9640870598638949,2.4091801174850764
ffhq_4186.png,0.16502997279167175,0.16475102305412292,0.17596742510795593,0.1647513508796692,0.16475048661231995,0.16474968194961548,0.18572907149791718,0.14867037534713745,0.28559643030166626,0.27215123176574707,0.8374041318893433,0.8571123480796814,0.2623588442802429,0.9870314002037048,0.1286793351173401,12.999049249581022,1.9662157405581615,1.2359279376125851
ffhq_3831.png,1.0,0.0,0.0,0.0,0.0,0.0,0.25428488850593567,0.2320665568113327,0.3096682131290436,0.3319355547428131,0.943920910358429,0.9783922433853149,0.43733060359954834,0.9999775886535645,0.13790985941886902,1.840165820870925,-0.007121266649200288,9.1904306097815
ffhq_4838.png,1.0,0.0,0.0,0.0,0.0,0.0,0.44514188170433044,0.2651798129081726,0.45822611451148987,0.34623050689697266,0.7844139933586121,0.8622839450836182,0.5013324022293091,0.9987849593162537,0.07997162640094757,15.821904959012423,3.1559242529331564,12.833027443153084
ffhq_4192.png,1.0,0.0,0.0,0.0,0.0,0.0,0.6459771990776062,0.5186724066734314,0.07842857390642166,0.4575499892234802,0.8107966780662537,0.9786447286605835,0.24050219357013702,0.9961671233177185,0.05309582129120827,-2.5660196348732485,-0.5974934963665249,-8.58147951091645
ffhq_3825.png,0.0,0.9999924898147583,0.0,0.0,0.0,0.0,0.49944010376930237,0.28985917568206787,0.34443292021751404,0.3373226821422577,0.4581257104873657,0.5909181237220764,0.6389043927192688,0.998072624206543,0.17434395849704742,-6.864524136764654,1.4220691895691806,-1.2384274914312576
ffhq_3372.png,1.0,0.0,0.0,0.0,0.0,0.0,0.44491174817085266,0.3968130350112915,0.06207766756415367,0.7106194496154785,0.6120784878730774,0.768496572971344,0.20039372146129608,0.9995984435081482,0.045759882777929306,-0.18822973763339312,-0.8042585232398809,0.2754644589211264
ffhq_3414.png,1.0,0.0,0.0,0.0,0.0,0.0,0.3724578022956848,0.39814138412475586,0.19509918987751007,0.47918403148651123,0.40090319514274597,0.7068240642547607,0.30487683415412903,0.8037254810333252,0.04389815032482147,-13.57334775862293,-4.93285844255335,17.45923949225342
ffhq_3400.png,1.0,0.0,0.0,0.0,0.0,0.0,0.4539344012737274,0.4668522775173187,0.16515035927295685,0.2526395618915558,0.9468216896057129,0.9821088314056396,0.31794220209121704,0.9878122210502625,0.4258584678173065,7.434842060121099,-0.5646356488554461,-0.376906873421288
